district,season,rainfall_mm,avg_temp_C,humidity_%,pH,N_kg_ha,P_kg_ha,K_kg_ha,crop
Kalaburagi,Rabi,621.2,26.4,69.1,6.44,10.79,21.76,24.8,Pulses
Mandya,Kharif,953.6,23.9,52.0,8.19,79.72,42.28,29.43,Paddy
Ramanagara,Kharif,764.5,24.8,62.8,7.01,111.18,45.6,69.09,Tomato
Vijayapura,Rabi,716.4,33.9,54.7,8.03,62.81,73.42,73.06,Onion
Mandya,Kharif,944.2,31.8,51.5,7.44,24.18,9.21,37.46,Ragi
Gadag,Kharif,652.1,30.2,76.7,7.9,59.74,24.7,28.38,Sorghum
Udupi,Year-round,3297.4,25.7,63.8,5.12,160.12,44.85,217.74,Arecanut
Ramanagara,Rabi,908.8,31.5,75.3,6.83,73.23,52.43,50.68,Maize
Dharwad,Rabi,768.7,23.8,66.4,6.4,94.64,33.35,59.85,Maize
Gadag,Rabi,685.5,31.5,41.8,7.09,21.59,17.21,21.94,Pulses
Vijayapura,Rabi,495.2,35.7,76.2,7.95,129.88,63.01,141.99,Grapes
Mandya,Rabi,782.2,24.8,45.7,7.22,56.77,56.47,106.02,Vegetables
Hassan,Year-round,983.2,22.5,83.2,7.35,84.34,57.83,142.27,Coffee
Hassan,Year-round,990.6,29.3,40.6,7.53,101.04,68.59,54.12,Vegetables
Chitradurga,Year-round,700.7,30.0,47.9,6.56,54.74,34.63,37.18,Cotton
Dakshina Kannada,Rabi,2715.2,27.9,68.6,5.11,235.47,111.45,327.88,Banana
Bagalkote,Kharif,675.4,24.5,41.2,6.62,41.46,23.37,23.02,Sorghum
Belagavi,Kharif,1103.1,30.5,78.2,7.01,18.03,16.33,20.04,Pulses
Vijayapura,Summer,501.2,33.0,72.4,7.35,134.7,53.04,150.85,Sugarcane
Shivamogga,Rabi,1807.5,28.5,49.0,5.74,29.64,18.9,28.85,Millets
Shivamogga,Kharif,1063.5,28.1,86.1,6.46,124.06,33.99,52.19,Paddy
Belagavi,Summer,909.9,31.2,88.2,6.39,136.23,36.46,58.91,Maize
Chitradurga,Kharif,621.6,33.1,68.4,5.86,82.9,35.09,26.97,Cotton
Haveri,Rabi,639.9,26.1,61.3,7.92,22.54,48.31,29.77,Groundnut
Hassan,Kharif,1031.5,22.3,71.7,7.33,159.54,66.97,157.43,Arecanut
Udupi,Rabi,3290.5,31.2,53.7,5.93,156.04,56.85,212.68,Arecanut
Ramanagara,Rabi,755.3,29.7,79.7,7.15,43.1,29.88,36.53,Ragi
Chitradurga,Kharif,635.8,25.0,50.5,6.91,83.57,32.22,42.18,Cotton
Chitradurga,Rabi,698.5,26.1,52.9,6.46,79.7,45.99,50.96,Maize
Chitradurga,Kharif,634.4,32.4,73.2,6.63,38.19,18.4,43.26,Sorghum
Haveri,Kharif,733.1,33.2,32.8,6.66,79.13,33.6,38.6,Cotton
Mysuru,Kharif,1154.2,31.2,80.0,7.05,97.78,51.74,64.36,Vegetables
Hassan,Rabi,1117.1,20.2,84.4,7.51,26.11,19.96,39.75,Ragi
Haveri,Kharif,645.2,22.7,32.8,7.62,24.35,21.72,20.95,Pulses
Shivamogga,Kharif,1498.3,21.4,72.0,5.44,94.17,36.94,67.68,Paddy
Kalaburagi,Year-round,608.5,29.0,62.7,6.69,107.81,31.33,80.53,Paddy
Chitradurga,Summer,648.6,25.0,54.0,7.55,12.53,22.25,21.8,Pulses
Kalaburagi,Kharif,474.1,37.3,40.7,6.34,80.59,22.92,31.6,Jowar
Dakshina Kannada,Year-round,2102.3,27.8,46.3,6.36,66.35,57.44,162.0,Pepper
Haveri,Year-round,694.4,24.0,54.7,6.91,76.88,42.03,55.48,Cotton
Belagavi,Kharif,983.9,21.4,48.7,7.79,173.16,50.89,176.89,Arecanut
Shivamogga,Kharif,1254.9,31.9,58.6,6.35,137.79,18.31,109.31,Sugarcane
Hassan,Kharif,988.2,28.2,78.7,7.72,174.32,64.63,181.25,Arecanut
Shivamogga,Kharif,1049.7,18.2,57.8,6.46,111.92,35.54,70.54,Vegetables
Udupi,Rabi,3806.3,31.0,81.1,5.69,58.56,34.14,28.31,Coconut
Kalaburagi,Kharif,443.3,33.3,40.0,7.79,141.8,43.92,70.88,Paddy
Mysuru,Year-round,975.9,27.8,43.3,7.67,58.27,31.7,36.86,Mango
Shivamogga,Rabi,1839.9,27.8,90.8,5.07,57.48,69.36,117.4,Vegetables
Bagalkote,Rabi,657.4,28.0,75.5,7.24,64.17,21.2,43.39,Sunflower
Dharwad,Kharif,800.1,33.8,70.4,7.27,91.13,42.66,52.62,Maize
Hassan,Kharif,1126.9,19.2,89.9,7.94,64.43,57.91,111.85,Coffee
Ramanagara,Rabi,825.1,31.1,40.6,7.58,153.07,50.48,104.46,Mulberry
Bagalkote,Rabi,765.7,25.3,54.3,8.04,27.47,17.51,22.56,Pulses
Bagalkote,Rabi,731.9,25.6,70.6,7.05,104.9,47.44,50.64,Wheat
Mandya,Kharif,889.0,24.1,61.3,7.26,89.68,34.25,64.1,Paddy
Ramanagara,Summer,781.1,28.0,68.0,5.82,67.57,24.8,31.11,Ragi
Dakshina Kannada,Kharif,2665.0,24.9,91.2,5.47,124.32,25.39,57.28,Paddy
Vijayapura,Year-round,721.1,34.2,74.0,6.54,80.0,50.36,94.57,Grapes
Dharwad,Summer,966.5,28.6,57.0,7.81,23.53,25.3,19.34,Pulses
Kalaburagi,Kharif,405.0,24.8,63.6,6.54,24.19,14.64,31.95,Pulses
Shivamogga,Kharif,2084.1,24.5,84.5,5.11,84.16,40.23,45.63,Paddy
Dharwad,Kharif,863.4,21.7,73.1,7.61,66.05,24.32,27.11,Jowar
Kalaburagi,Kharif,445.5,37.6,42.6,7.54,77.57,41.82,123.92,Sugarcane
Bagalkote,Kharif,620.0,26.2,39.7,6.36,107.75,29.95,40.96,Wheat
Mandya,Kharif,870.7,24.3,37.8,7.59,48.53,22.73,35.16,Ragi
Mysuru,Rabi,1045.5,21.3,73.8,8.1,44.38,14.21,32.0,Ragi
Dakshina Kannada,Kharif,2303.2,29.4,78.2,6.31,194.31,129.28,316.09,Banana
Gadag,Kharif,796.3,32.8,41.3,6.22,39.43,34.83,33.34,Jowar
Mandya,Kharif,767.6,30.4,53.1,6.96,88.23,27.81,75.0,Paddy
Shivamogga,Rabi,1631.5,27.8,48.5,6.04,134.34,35.64,123.18,Sugarcane
Dharwad,Kharif,860.8,20.8,58.3,7.64,11.54,26.64,25.67,Pulses
Mysuru,Rabi,1180.6,18.8,56.3,7.32,63.38,32.41,49.9,Mango
Mandya,Rabi,899.8,23.1,31.7,6.7,37.81,20.28,30.87,Ragi
Ramanagara,Summer,958.5,28.4,48.6,5.56,29.01,31.45,50.9,Groundnut
Vijayapura,Kharif,710.0,35.8,37.5,7.39,57.21,28.19,35.05,Sorghum
Dharwad,Rabi,803.6,30.0,46.8,6.98,20.98,57.38,47.46,Groundnut
Udupi,Year-round,3118.7,29.9,91.7,6.47,119.14,33.42,50.28,Paddy
Haveri,Summer,666.6,25.4,69.6,6.36,38.99,19.12,30.66,Jowar
Dakshina Kannada,Rabi,2892.8,24.2,56.3,5.69,68.61,29.75,40.98,Coconut
Vijayapura,Rabi,731.0,27.6,73.3,6.34,52.9,21.39,18.83,Sorghum
Chitradurga,Rabi,560.3,27.9,47.2,5.6,90.84,24.49,50.89,Cotton
Mysuru,Summer,926.6,20.1,44.5,7.12,76.32,45.35,56.04,Paddy
Mysuru,Summer,1170.3,26.9,87.1,6.77,57.12,27.88,39.61,Mango
Hassan,Rabi,810.0,24.1,34.9,7.33,75.36,74.29,97.3,Coffee
Mandya,Kharif,898.9,27.5,70.8,8.0,44.22,25.06,17.76,Ragi
Ramanagara,Kharif,763.9,20.3,79.3,6.23,90.15,49.61,51.73,Tomato
Shivamogga,Kharif,1269.7,30.8,81.7,5.21,34.12,30.35,22.77,Millets
Mandya,Kharif,988.6,32.6,40.6,6.59,101.06,46.73,50.93,Paddy
Mandya,Year-round,793.8,31.9,63.5,7.16,85.43,36.05,108.21,Vegetables
Udupi,Kharif,3538.1,30.4,49.3,5.04,152.57,35.02,48.49,Paddy
Vijayapura,Summer,516.9,28.7,58.5,7.97,56.3,16.93,31.45,Sorghum
Kalaburagi,Kharif,518.6,34.3,60.1,6.86,110.13,40.78,120.05,Sugarcane
Dharwad,Kharif,880.6,32.1,35.8,8.06,125.85,53.93,32.58,Wheat
Belagavi,Year-round,904.5,24.7,78.3,6.37,126.19,42.79,117.5,Sugarcane
Shivamogga,Rabi,1095.4,20.2,68.6,5.49,63.82,64.11,79.33,Vegetables
Mandya,Year-round,853.4,28.6,32.0,7.07,43.03,21.55,27.65,Ragi
Haveri,Year-round,873.8,25.9,50.0,7.56,42.6,55.74,42.6,Groundnut
Udupi,Rabi,3165.5,24.3,76.3,6.44,55.1,34.54,77.96,Cashew
Dakshina Kannada,Kharif,3456.2,29.7,87.2,6.13,48.85,33.75,36.52,Coconut
Ramanagara,Kharif,985.4,28.1,50.0,6.26,67.21,14.78,17.22,Ragi
Dharwad,Kharif,831.9,21.5,59.3,7.77,29.65,23.62,19.01,Pulses
Ramanagara,Kharif,711.5,27.6,43.4,7.03,28.89,47.49,53.24,Groundnut
Haveri,Rabi,840.9,23.6,35.7,6.28,131.82,32.84,76.21,Maize
Kalaburagi,Year-round,690.7,30.9,74.4,6.98,56.73,36.18,38.91,Sunflower
Gadag,Kharif,663.0,25.2,48.2,6.77,29.7,15.82,18.37,Pulses
Kalaburagi,Kharif,490.8,36.4,34.9,8.13,55.38,25.96,19.77,Jowar
Ramanagara,Rabi,742.3,25.8,44.7,5.67,145.35,81.86,74.86,Mulberry
Gadag,Kharif,792.3,30.4,30.3,6.3,104.3,34.95,36.32,Cotton
Belagavi,Rabi,989.3,27.3,42.8,7.91,160.76,65.34,182.29,Arecanut
Hassan,Kharif,1116.2,21.2,83.3,7.52,124.36,51.64,129.77,Sugarcane
Dharwad,Year-round,748.7,32.0,62.8,6.29,21.1,25.7,26.61,Pulses
Shivamogga,Rabi,1243.9,29.7,60.7,6.33,71.34,26.9,28.14,Coconut
Dharwad,Kharif,986.5,22.3,56.6,7.84,83.59,35.45,64.25,Maize
Dakshina Kannada,Rabi,2424.5,27.7,68.7,6.06,37.53,26.09,50.92,Coconut
Dharwad,Kharif,997.6,21.1,84.2,6.71,22.12,39.93,34.66,Groundnut
Dharwad,Rabi,734.4,27.1,68.3,6.96,33.93,34.14,35.68,Groundnut
Kalaburagi,Rabi,449.5,33.4,51.1,6.28,46.71,22.8,26.41,Jowar
Udupi,Rabi,3685.0,25.4,46.9,5.27,53.02,25.48,34.46,Coconut
Dakshina Kannada,Kharif,2137.4,28.3,54.6,5.59,293.87,129.02,276.85,Banana
Ramanagara,Kharif,745.2,22.4,39.9,6.21,51.57,27.78,37.34,Ragi
Chitradurga,Rabi,632.8,35.9,61.5,7.56,29.41,37.17,37.34,Groundnut
Vijayapura,Kharif,664.3,28.0,47.6,7.53,37.52,25.07,26.09,Sorghum
Dharwad,Kharif,815.2,28.3,59.7,7.17,50.46,20.96,27.98,Jowar
Vijayapura,Rabi,606.1,26.4,63.8,6.35,93.76,37.11,100.0,Grapes
Hassan,Kharif,1072.3,27.2,43.7,6.24,170.89,48.12,195.7,Arecanut
Dharwad,Kharif,735.0,26.4,57.0,8.16,29.67,22.1,23.06,Pulses
Mandya,Kharif,925.1,24.1,40.8,6.44,79.43,54.57,56.77,Vegetables
Gadag,Kharif,582.4,30.9,76.4,7.66,25.07,42.52,35.3,Groundnut
Kalaburagi,Kharif,563.3,32.2,46.0,6.41,172.14,34.83,121.44,Sugarcane
Kalaburagi,Rabi,639.8,36.6,30.3,7.03,51.27,33.07,26.22,Jowar
Kalaburagi,Rabi,538.5,30.3,53.0,6.93,20.41,16.82,18.18,Pulses
Gadag,Rabi,504.1,22.6,66.3,7.63,41.34,28.41,40.33,Groundnut
Mysuru,Rabi,1004.0,25.0,68.6,6.55,61.46,34.37,39.86,Mango
Bagalkote,Kharif,778.9,25.9,30.4,7.06,105.26,20.37,28.44,Cotton
Ramanagara,Kharif,961.8,26.1,66.1,7.18,111.66,52.81,37.91,Maize
Chitradurga,Kharif,582.4,35.8,78.7,7.59,52.6,22.41,24.01,Sorghum
Chitradurga,Rabi,698.1,29.7,42.9,7.48,23.63,12.86,22.25,Pulses
Kalaburagi,Kharif,641.4,35.1,67.1,7.58,14.93,26.51,20.31,Pulses
Haveri,Kharif,690.4,29.4,61.3,6.66,23.66,30.94,32.11,Groundnut
Mysuru,Kharif,980.1,25.7,71.4,7.25,32.3,42.38,34.73,Groundnut
Gadag,Rabi,788.2,30.0,50.8,8.08,41.75,20.93,44.08,Sorghum
Dakshina Kannada,Kharif,3047.8,27.0,78.3,6.22,198.11,116.37,340.45,Banana
Gadag,Kharif,742.9,35.0,67.8,6.42,32.62,30.1,35.64,Groundnut
Haveri,Kharif,822.1,32.8,32.8,6.5,10.05,11.14,19.13,Pulses
Dharwad,Rabi,756.7,22.7,79.3,7.89,95.8,41.99,58.0,Maize
Ramanagara,Kharif,784.4,20.2,72.1,7.18,95.27,61.34,102.4,Tomato
Chitradurga,Rabi,603.4,29.1,70.3,5.75,23.07,5.91,18.36,Pulses
Bagalkote,Rabi,709.0,29.9,42.7,6.31,49.93,14.55,32.32,Sorghum
Ramanagara,Rabi,725.8,24.7,68.8,5.77,61.77,27.94,32.76,Ragi
Shivamogga,Rabi,2048.4,30.2,43.8,6.09,135.37,39.41,106.57,Sugarcane
Haveri,Rabi,617.7,26.1,46.7,7.51,15.77,44.36,9.99,Groundnut
Bagalkote,Kharif,706.9,26.7,55.8,7.46,56.59,28.26,16.59,Sorghum
Udupi,Kharif,2774.9,30.0,50.2,5.57,142.8,72.62,252.2,Arecanut
Vijayapura,Rabi,586.5,35.3,67.0,7.72,41.08,12.8,31.45,Sorghum
Bagalkote,Kharif,784.8,33.5,71.8,7.3,22.82,34.0,44.39,Groundnut
Dakshina Kannada,Kharif,2338.0,30.9,62.4,5.64,190.24,130.94,343.37,Banana
Kalaburagi,Rabi,605.4,28.8,40.8,8.0,127.14,38.67,128.25,Sugarcane
Dharwad,Kharif,825.9,31.9,62.8,6.92,142.67,30.75,48.79,Wheat
Mandya,Kharif,818.0,32.7,71.6,6.51,115.4,41.24,64.89,Paddy
Shivamogga,Kharif,1513.9,22.3,87.0,5.78,114.24,54.25,183.32,Arecanut
Udupi,Rabi,3751.7,24.6,68.6,5.63,70.43,45.55,63.11,Paddy
Udupi,Rabi,3484.9,23.2,88.6,5.53,74.93,25.25,28.51,Coconut
Kalaburagi,Kharif,482.1,35.2,34.0,8.11,90.96,50.22,83.81,Sugarcane
Chitradurga,Rabi,538.8,34.7,53.5,6.8,41.96,20.77,26.09,Sorghum
Bagalkote,Rabi,798.8,32.8,32.5,6.58,47.13,19.59,21.45,Sorghum
Haveri,Kharif,804.3,22.3,79.1,7.7,36.01,37.93,42.2,Groundnut
Gadag,Kharif,601.0,27.8,37.0,7.15,28.72,17.57,25.47,Pulses
Belagavi,Kharif,873.7,26.1,38.2,7.62,21.89,10.91,18.84,Pulses
Ramanagara,Summer,703.5,26.0,39.1,6.67,90.16,48.81,81.13,Maize
Dakshina Kannada,Rabi,3513.2,24.2,49.5,5.7,203.44,61.73,275.17,Rubber
Kalaburagi,Rabi,568.9,31.5,52.6,6.48,88.96,31.61,83.07,Paddy
Dakshina Kannada,Rabi,2336.2,30.8,54.3,5.08,186.83,136.39,305.68,Banana
Kalaburagi,Kharif,457.2,37.1,50.6,6.47,14.97,15.56,22.37,Pulses
Dharwad,Rabi,746.6,24.6,61.9,6.9,50.79,24.51,43.57,Jowar
Shivamogga,Kharif,1978.5,22.6,87.0,5.04,28.63,13.39,20.89,Millets
Mandya,Kharif,908.2,23.7,59.9,6.97,44.19,22.04,22.74,Ragi
Gadag,Kharif,580.2,30.3,48.8,6.53,29.87,25.67,20.25,Pulses
Bagalkote,Kharif,749.0,30.5,39.3,7.51,27.08,39.7,47.44,Groundnut
Belagavi,Kharif,914.4,30.7,44.5,6.22,32.02,21.69,32.36,Groundnut
Udupi,Rabi,2542.0,30.7,87.2,6.45,68.89,28.39,38.96,Coconut
Ramanagara,Rabi,719.1,21.4,30.2,7.11,89.13,45.7,99.96,Tomato
Udupi,Year-round,3954.9,22.1,75.8,6.27,156.29,54.81,206.51,Arecanut
Haveri,Kharif,817.3,30.9,58.3,6.7,79.85,39.54,38.69,Cotton
Gadag,Summer,535.8,28.1,31.2,7.74,43.75,24.02,30.26,Jowar
Belagavi,Rabi,983.9,26.6,69.2,6.9,121.32,43.88,148.7,Sugarcane
Mysuru,Rabi,902.2,24.5,83.2,7.67,63.58,37.85,32.72,Mango
Mysuru,Summer,892.5,27.5,37.4,7.9,77.86,55.0,52.23,Vegetables
Dakshina Kannada,Kharif,3643.0,27.7,84.8,6.08,264.86,122.72,221.0,Banana
Kalaburagi,Year-round,556.4,34.5,39.9,6.39,167.52,34.48,100.24,Sugarcane
Mandya,Rabi,891.2,31.9,56.1,8.0,110.47,41.6,106.99,Sugarcane
Ramanagara,Summer,724.9,30.1,41.5,5.94,37.95,42.2,55.58,Groundnut
Udupi,Kharif,3015.3,24.8,88.3,5.63,69.72,23.01,32.91,Coconut
Udupi,Kharif,3009.8,25.2,74.5,5.78,47.01,39.16,76.46,Cashew
Hassan,Kharif,967.7,28.3,78.0,6.58,58.82,16.08,82.73,Paddy
Chitradurga,Rabi,666.1,32.0,55.6,6.2,18.9,40.45,40.25,Groundnut
Chitradurga,Kharif,681.3,28.3,67.2,6.93,18.88,24.43,14.76,Pulses
Mandya,Year-round,753.8,28.7,66.7,7.85,108.62,39.95,73.38,Vegetables
Chitradurga,Kharif,673.3,33.9,52.0,7.36,66.63,21.7,31.57,Sorghum
Belagavi,Summer,1150.2,29.2,85.1,6.26,168.38,61.26,174.31,Arecanut
Haveri,Rabi,726.8,29.4,58.3,7.16,19.9,13.45,7.62,Pulses
Dharwad,Kharif,934.9,25.5,83.3,7.94,26.08,20.18,21.88,Pulses
Hassan,Kharif,1002.7,20.4,49.8,7.91,36.5,21.2,38.07,Ragi
Dharwad,Rabi,742.0,32.0,66.6,7.59,124.07,37.13,57.41,Maize
Gadag,Rabi,623.3,30.8,61.4,6.67,43.19,23.04,27.71,Jowar
Kalaburagi,Kharif,432.9,30.0,36.8,6.27,44.73,28.7,27.42,Jowar
Vijayapura,Rabi,709.0,24.8,30.8,7.29,112.1,54.98,130.47,Grapes
Dharwad,Kharif,715.2,30.2,38.6,7.19,102.12,25.12,52.48,Wheat
Ramanagara,Summer,802.0,21.3,35.6,6.93,32.18,36.23,49.68,Groundnut
Haveri,Kharif,840.8,25.4,33.8,6.28,23.65,18.93,33.46,Pulses
Dharwad,Kharif,919.3,22.4,42.9,7.56,51.31,20.06,17.83,Jowar
Udupi,Summer,3709.3,31.1,51.0,5.02,143.29,114.11,384.88,Banana
Dharwad,Rabi,709.6,33.9,68.0,8.11,59.62,22.58,43.2,Jowar
Mandya,Year-round,779.4,29.3,39.9,7.21,45.98,16.96,24.94,Ragi
Dakshina Kannada,Rabi,3747.1,27.1,40.9,5.92,82.74,31.16,40.36,Coconut
Bagalkote,Rabi,644.0,26.0,79.4,7.16,52.71,19.45,32.03,Sorghum
Vijayapura,Year-round,707.8,35.6,38.6,7.98,87.22,53.26,120.14,Grapes
Shivamogga,Kharif,1979.1,24.0,67.4,6.09,43.02,24.49,23.99,Millets
Haveri,Year-round,873.6,28.7,51.4,7.01,137.11,41.92,69.01,Maize
Vijayapura,Kharif,643.8,26.5,64.0,6.83,168.73,63.74,68.92,Grapes
Bagalkote,Summer,768.8,25.2,73.6,8.08,121.91,51.3,135.89,Sugarcane
Hassan,Rabi,949.8,22.7,68.4,7.0,122.65,36.39,135.63,Sugarcane
Gadag,Rabi,668.8,22.7,52.0,6.74,41.96,22.96,36.56,Sorghum
Haveri,Year-round,718.5,33.5,61.2,6.7,27.86,33.99,43.34,Groundnut
Shivamogga,Kharif,1632.2,24.0,42.6,6.44,90.9,44.24,79.71,Vegetables
Haveri,Kharif,742.0,25.1,67.9,6.39,16.87,17.17,14.74,Pulses
Mysuru,Rabi,878.5,31.1,68.6,6.46,112.08,61.08,61.66,Vegetables
Dakshina Kannada,Year-round,3425.5,30.5,78.6,6.39,121.63,52.15,193.23,Arecanut
Kalaburagi,Kharif,577.9,36.5,37.9,6.4,60.86,28.98,46.63,Sunflower
Hassan,Rabi,1181.6,19.1,48.0,6.87,51.74,27.41,37.65,Ragi
Dharwad,Rabi,941.3,20.4,48.8,7.5,48.62,20.67,37.2,Jowar
Haveri,Kharif,628.3,33.8,31.9,6.98,46.36,19.15,33.19,Jowar
Kalaburagi,Kharif,477.9,26.4,65.8,7.05,77.88,33.15,44.24,Sunflower
Mysuru,Rabi,1078.7,30.0,92.7,7.67,149.15,28.03,141.61,Sugarcane
Shivamogga,Kharif,1168.6,20.0,44.2,5.59,99.97,58.18,87.95,Vegetables
Mysuru,Kharif,1159.3,30.2,81.7,6.91,60.49,34.39,44.51,Mango
Dharwad,Kharif,989.0,26.7,87.6,7.49,119.98,51.9,36.74,Wheat
Vijayapura,Rabi,580.5,33.4,78.1,7.26,127.36,16.29,119.12,Sugarcane
Bagalkote,Kharif,702.7,29.0,74.5,7.99,111.51,42.67,123.38,Sugarcane
Mandya,Rabi,707.0,22.1,35.5,7.99,150.96,36.21,90.78,Sugarcane
Belagavi,Rabi,992.5,25.2,73.1,8.17,23.93,22.34,29.31,Pulses
Gadag,Rabi,602.1,24.3,74.2,7.12,41.81,12.69,23.26,Sorghum
Chitradurga,Summer,699.6,22.6,48.8,6.56,25.65,22.05,22.1,Pulses
Mysuru,Year-round,1062.5,19.7,68.1,6.62,97.1,45.96,81.51,Paddy
Vijayapura,Kharif,555.9,34.8,59.9,7.36,130.7,69.24,140.2,Grapes
Hassan,Rabi,967.3,23.4,63.9,7.65,95.56,33.22,49.23,Paddy
Haveri,Kharif,864.5,28.2,33.9,7.96,65.78,26.76,35.52,Jowar
Dharwad,Kharif,970.8,33.2,80.6,6.85,27.84,45.08,27.68,Groundnut
Shivamogga,Kharif,1938.8,22.1,88.5,6.39,72.2,26.09,43.13,Coconut
Hassan,Kharif,1077.7,22.2,59.8,7.94,134.48,68.3,214.21,Arecanut
Ramanagara,Rabi,899.4,27.0,56.4,6.98,122.58,50.74,135.49,Mulberry
Belagavi,Year-round,1006.6,20.9,43.3,6.68,119.08,49.1,118.22,Sugarcane
Ramanagara,Rabi,911.6,21.9,76.9,5.73,77.59,53.78,42.09,Tomato
Haveri,Kharif,816.0,24.7,60.4,7.94,61.84,33.84,33.75,Cotton
Ramanagara,Rabi,798.7,27.5,40.8,6.86,181.82,70.16,84.25,Mulberry
Ramanagara,Summer,953.0,19.8,91.6,7.1,102.87,37.88,55.94,Maize
Haveri,Rabi,612.2,30.7,74.3,8.11,102.94,33.51,79.37,Maize
Dakshina Kannada,Rabi,2115.7,27.9,66.9,6.39,204.19,108.45,290.92,Banana
Hassan,Rabi,925.2,28.2,84.0,6.69,40.23,22.69,32.92,Ragi
Gadag,Kharif,649.4,33.0,71.7,6.81,50.33,33.42,30.72,Jowar
Belagavi,Kharif,834.3,29.6,45.7,8.17,19.41,20.91,18.16,Pulses
Bagalkote,Summer,641.4,28.7,52.8,6.51,36.48,28.56,36.07,Groundnut
Belagavi,Kharif,920.4,25.9,68.0,7.01,105.25,44.59,96.87,Sugarcane
Chitradurga,Year-round,601.0,35.8,36.3,6.84,17.25,16.51,17.28,Pulses
Ramanagara,Year-round,754.3,23.4,41.4,6.67,106.6,34.89,81.61,Maize
Udupi,Rabi,2831.0,26.3,88.0,5.11,138.06,106.31,297.73,Banana
Vijayapura,Kharif,452.3,30.5,78.5,6.21,98.46,56.34,53.98,Onion
Bagalkote,Rabi,757.3,32.7,67.7,7.25,89.79,35.19,44.46,Cotton
Dharwad,Rabi,786.2,32.3,49.8,6.95,30.76,34.1,34.59,Groundnut
Gadag,Kharif,783.5,31.1,75.8,7.33,37.26,35.25,57.52,Groundnut
Hassan,Summer,1151.2,28.5,54.6,7.96,159.38,62.41,182.47,Arecanut
Mandya,Kharif,703.6,29.3,68.8,7.87,40.36,21.13,25.06,Ragi
Hassan,Kharif,950.9,19.2,48.6,7.05,89.16,45.76,119.98,Coffee
Chitradurga,Kharif,533.8,23.0,33.6,5.8,25.24,15.64,13.95,Pulses
Mysuru,Kharif,926.0,31.2,61.2,7.64,26.02,34.02,41.15,Groundnut
Ramanagara,Kharif,761.7,20.6,42.9,6.64,34.27,38.89,40.64,Groundnut
Gadag,Kharif,611.7,33.2,67.3,6.29,18.21,22.23,12.18,Pulses
Gadag,Kharif,574.1,32.0,47.4,6.89,57.41,26.54,34.21,Jowar
Dakshina Kannada,Rabi,2727.3,25.5,63.3,5.49,91.37,57.18,73.99,Paddy
Gadag,Rabi,633.9,27.9,71.0,8.03,34.7,34.55,36.78,Groundnut
Mandya,Kharif,891.3,33.7,52.9,7.1,123.81,52.78,114.03,Vegetables
Hassan,Kharif,927.4,19.8,46.9,7.11,41.77,22.18,21.73,Ragi
Hassan,Kharif,1062.2,23.3,62.1,7.28,51.63,46.91,57.4,Paddy
Chitradurga,Kharif,545.4,35.5,36.0,6.54,27.61,18.09,18.59,Pulses
Vijayapura,Kharif,578.2,26.5,39.8,7.22,93.72,69.28,98.09,Onion
Kalaburagi,Summer,694.7,32.1,37.9,7.98,57.23,29.89,29.66,Jowar
Vijayapura,Summer,502.2,36.0,58.9,7.91,76.28,84.86,104.13,Onion
Vijayapura,Kharif,549.3,30.6,68.1,7.01,89.55,71.9,91.84,Onion
Chitradurga,Kharif,504.2,28.4,75.9,7.35,48.54,31.37,48.09,Maize
Udupi,Kharif,3755.9,31.9,51.1,5.84,97.28,41.7,54.21,Paddy
Hassan,Rabi,958.2,27.0,48.3,6.45,88.52,59.91,114.97,Coffee
Haveri,Kharif,645.2,23.8,43.4,7.05,53.37,33.2,35.12,Jowar
Haveri,Rabi,630.3,33.2,52.5,7.09,90.14,25.39,41.92,Cotton
Ramanagara,Year-round,958.3,20.7,65.5,6.67,77.62,50.63,92.36,Tomato
Gadag,Kharif,780.3,23.3,47.3,7.56,20.94,23.72,25.99,Pulses
Shivamogga,Summer,1561.7,28.0,75.8,6.25,117.2,39.32,125.78,Sugarcane
Vijayapura,Summer,467.3,28.4,37.0,6.69,66.12,26.03,20.02,Sorghum
Haveri,Year-round,811.3,31.6,31.2,7.76,79.64,24.8,24.7,Cotton
Shivamogga,Rabi,1356.7,31.3,78.4,5.56,38.46,15.76,38.29,Millets
Kalaburagi,Rabi,632.5,28.9,40.3,8.06,22.71,18.36,20.63,Pulses
Bagalkote,Kharif,641.8,24.5,76.4,7.38,59.04,29.14,42.95,Sunflower
Dakshina Kannada,Kharif,2524.7,28.5,91.7,5.82,85.6,47.65,46.25,Paddy
Haveri,Rabi,634.2,27.4,30.3,7.85,16.26,17.28,20.02,Pulses
Udupi,Kharif,3473.2,30.5,56.4,6.49,233.82,87.98,294.1,Banana
Dharwad,Kharif,832.6,28.2,63.1,6.28,110.75,37.34,37.71,Wheat
Gadag,Rabi,695.5,27.8,74.4,6.27,66.07,26.84,23.23,Cotton
Vijayapura,Year-round,624.4,33.8,75.9,7.4,113.59,28.84,107.2,Sugarcane
Bagalkote,Year-round,796.3,24.5,44.7,6.93,47.79,29.97,49.91,Sunflower
Bagalkote,Rabi,766.9,25.8,61.4,6.67,125.66,35.47,44.45,Wheat
Gadag,Rabi,526.9,33.7,55.2,7.65,22.84,25.2,18.48,Pulses
Ramanagara,Kharif,949.9,20.3,90.8,6.95,161.26,29.37,115.99,Mulberry
